"","pol_ID_parallel","V1","V2","lon_centroid_parallel","lat_centroid_parallel","state_segment","point","latitude","longitude","radians_parallel","length_parallel","radians_orthogonal","length_orthogonal","perp_slope","slope","end_longitude","end_latitude","chunk","lead_lat","lead_lon","lead_end_lat","lead_end_lon","state"
"85","chunk_2_25",-43.630001,-2.25,-42.360001,-2.29499995,"MA2",222,-2.25,-43.630001,0,2.6500001,1.45588804229616,NA,8.66425619834711,-0.115416716346727,-40.9800009,-2.25,2,-2.3399999,-43.380001,-2.3399999,-41.4500011,"MA"
"86","chunk_2_25",-43.380001,-2.3399999,-42.360001,-2.29499995,"MA2",222,-2.25,-43.630001,0,2.6500001,1.45588804229616,NA,8.66425619834711,-0.115416716346727,-40.9800009,-2.25,2,-2.3399999,-43.380001,-2.3399999,-41.4500011,"MA"
"87","chunk_2_25",-41.4500011,-2.3399999,-42.360001,-2.29499995,"MA2",222,-2.25,-43.630001,0,2.6500001,1.45588804229616,NA,8.66425619834711,-0.115416716346727,-40.9800009,-2.25,2,-2.3399999,-43.380001,-2.3399999,-41.4500011,"MA"
"88","chunk_2_25",-40.9800009,-2.25,-42.360001,-2.29499995,"MA2",222,-2.25,-43.630001,0,2.6500001,1.45588804229616,NA,8.66425619834711,-0.115416716346727,-40.9800009,-2.25,2,-2.3399999,-43.380001,-2.3399999,-41.4500011,"MA"
"89","chunk_2_26",-43.380001,-2.3399999,-42.292500525,-2.39999995,"MA2",216,-2.3399999,-43.380001,0,1.9299999,1.45588804229616,3.8199999,8.66425619834711,-0.115416716346727,-41.4500011,-2.3399999,2,-2.46,-43.02,-2.46,-41.32,"MA"
"90","chunk_2_26",-43.02,-2.46,-42.292500525,-2.39999995,"MA2",216,-2.3399999,-43.380001,0,1.9299999,1.45588804229616,3.8199999,8.66425619834711,-0.115416716346727,-41.4500011,-2.3399999,2,-2.46,-43.02,-2.46,-41.32,"MA"
"91","chunk_2_26",-41.32,-2.46,-42.292500525,-2.39999995,"MA2",216,-2.3399999,-43.380001,0,1.9299999,1.45588804229616,3.8199999,8.66425619834711,-0.115416716346727,-41.4500011,-2.3399999,2,-2.46,-43.02,-2.46,-41.32,"MA"
"92","chunk_2_26",-41.4500011,-2.3399999,-42.292500525,-2.39999995,"MA2",216,-2.3399999,-43.380001,0,1.9299999,1.45588804229616,3.8199999,8.66425619834711,-0.115416716346727,-41.4500011,-2.3399999,2,-2.46,-43.02,-2.46,-41.32,"MA"
"93","chunk_2_27",-43.02,-2.46,-42.1049995,-2.53999995,"MA2",215,-2.46,-43.02,0,1.7,1.45588804229616,3.7,8.66425619834711,-0.115416716346727,-41.32,-2.46,2,-2.6199999,-42.639999,-2.6199999,-41.439999,"MA"
"94","chunk_2_27",-42.639999,-2.6199999,-42.1049995,-2.53999995,"MA2",215,-2.46,-43.02,0,1.7,1.45588804229616,3.7,8.66425619834711,-0.115416716346727,-41.32,-2.46,2,-2.6199999,-42.639999,-2.6199999,-41.439999,"MA"
"95","chunk_2_27",-41.439999,-2.6199999,-42.1049995,-2.53999995,"MA2",215,-2.46,-43.02,0,1.7,1.45588804229616,3.7,8.66425619834711,-0.115416716346727,-41.32,-2.46,2,-2.6199999,-42.639999,-2.6199999,-41.439999,"MA"
"96","chunk_2_27",-41.32,-2.46,-42.1049995,-2.53999995,"MA2",215,-2.46,-43.02,0,1.7,1.45588804229616,3.7,8.66425619834711,-0.115416716346727,-41.32,-2.46,2,-2.6199999,-42.639999,-2.6199999,-41.439999,"MA"
